,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Kelly_Long_2ticks,Kelly_Long_5ticks,Breakeven_Odds_Net_Comm_Short,Kelly_Short_2ticks,Kelly_Short_5ticks
0,0,Rot,FC Barcelona,0,69%,-143,-124,-126,-129,-127,-130,-135,-143,-135,-129,-127,-133,-126,-128,-126,-124,-126,-143,-,-,-140,-129,-129,-135,-136,-130,-128,-,-138,-131.04,0.5669,0.5468999999999999,-124,0.5536,0,1,-0.0121,0.0,-120.7001,1.8285,1.8451,0.0231,0.0407,1.8119,0.02,0.0364
1,0,Rot,Real Madrid,0,30%,+298,+342,+337,+326,+280,+345,+355,+300,+320,+326,+280,+320,+337,+342,+345,+342,+345,+319,-,-,+315,+326,+326,+355,+330,+345,+375,-,+320,330.12,0.2331,0.2131,375,0.2105,1,0,0.0122,0.0032600000000000406,369.26,4.6926,4.766500000000001,0.0053,0.0069,4.6187000000000005,0.0056,0.0074
2,0,Rot,Draw,0,1%,+257,+302,+313,+300,+290,+305,+315,+285,+310,+300,+290,+310,+313,+306,+306,+302,+306,+288,-,-,+309,+300,+300,+315,+293,+305,+325,-,+300,303.52,0.248,0.228,325,0.2353,0,1,-0.031,0.0,338.6,4.386,4.4536999999999995,0.0058,0.0077,4.3183,0.0061,0.0082
3,1,"Thursday, February 07, 2019 - Soccer",Real Betis Balompie,0,100%,-,+175,+204,+206,-,+175,+205,+190,-,+175,+197,+197,-,+175,+202,+204,-,+175,+189,-,-,+175,+197,+197,-,+175,+205,+204,-,191.1,0.3442,0.3242,206,0.3268,0,1,-0.0079,0.0,208.45,3.0845,3.1262,0.0093,0.0137,3.0428,0.0099,0.0149
4,1,"Thursday, February 07, 2019 - Soccer",Draw,0,0%,-,+132,+148,+149,-,+132,+140,+140,-,+132,+144,+144,-,+132,+147,+148,-,+132,+134,-,-,+132,+144,+144,-,+132,+140,+148,-,139.7,0.4175,0.39749999999999996,149,0.4016,0,1,-0.0102,0.0,151.57,2.5157,2.5460000000000003,0.0128,0.02,2.4854,0.0137,0.0222
5,1,"Friday, February 08, 2019 - Soccer",Real Valladolid,0,0%,-,+208,+242,+237,-,+208,+235,+250,-,+208,+229,+210,-,+208,+242,+242,-,+208,+219,-,-,+208,+229,+229,-,+208,+235,+242,-,224.85,0.3085,0.2885,250,0.2857,1,0,0.0097,0.0038999999999999703,246.62,3.4662,3.5155,0.0079,0.0112,3.4169,0.0083,0.0121
6,2,"Friday, February 08, 2019 - Soccer",Draw,0,50%,-,-120,-110,-108,+127,-120,-115,-120,+127,-120,-113,-116,+127,-120,-111,-110,+127,-120,-120,-,+127,-120,-113,-113,+127,-120,-115,-110,+127,-52.7778,0.5114,0.49139999999999995,127,0.4405,1,0,0.1155,0.090927559055118,103.5,2.035,2.0557,0.0186,0.0314,2.0143,0.02,0.0347
7,2,"Saturday, February 09, 2019 - Soccer",Getafe CF,0,0%,-,+299,+373,+369,+186,+299,+365,+285,+186,+299,+357,+295,+186,+299,+370,+373,+186,+299,+333,-,+186,+299,+357,+357,+186,+299,+365,+375,+186,295.1481,0.2627,0.2427,375,0.2105,1,0,0.1528,0.04075333333333333,312.03,4.1203,4.1827,0.0062,0.0084,4.0579,0.0066,0.0091
8,2,"Saturday, February 09, 2019 - Soccer",Celta de Vigo,0,50%,-,+208,+243,+243,+203,+208,+235,+230,+203,+208,+233,+240,+203,+208,+243,+243,+203,+208,+226,-,+203,+208,+233,+233,+203,+208,+235,+244,+203,220.6667,0.3127,0.29269999999999996,244,0.2907,1,0,0.0069,0.002822950819672088,241.65,3.4165,3.4648,0.008,0.0114,3.3682,0.0085,0.0124
9,3,"Saturday, February 09, 2019 - Soccer",Draw,0,50%,-,-,+139,-,+164,-,+135,+131,+155,-,+132,+131,+155,-,+138,+139,+163,-,+126,-,+150,-,+132,+132,+155,-,+135,+139,+155,142.4211,0.4134,0.39339999999999997,164,0.3788,1,0,0.0386,0.023521951219512095,154.19,2.5419,2.5727,0.0125,0.0196,2.5111,0.0134,0.0218
10,3,"Saturday, February 09, 2019 - Soccer",Real Madrid,0,0%,-,-,+223,-,+188,-,+220,+208,+185,-,+216,+215,+186,-,+221,+223,+186,-,+206,-,+174,-,+216,+216,+186,-,+220,+225,+185,205.2105,0.3287,0.3087,225,0.3077,1,0,0.0033,0.0014555555555555186,223.94,3.2394,3.2842,0.0087,0.0125,3.1946,0.0092,0.0136
11,3,"Saturday, February 09, 2019 - Soccer",Draw,0,50%,-,-,+237,-,+229,-,+225,+266,+225,-,+231,+210,+226,-,+237,+237,+229,-,+219,-,+213,-,+231,+231,+226,-,+225,+238,+225,229.4737,0.3039,0.2839,266,0.2732,1,0,0.0391,0.014689473684210546,252.24,3.5224,3.5727999999999995,0.0077,0.0109,3.472,0.0081,0.0118
12,4,"Saturday, February 09, 2019 - Soccer",Espanyol Barcelona,0,0%,-,-135,-117,-117,+161,-135,-125,-130,+155,-135,-121,-123,+153,-135,-119,-117,+163,-135,-132,-,-,-135,-121,-121,+144,-135,-125,-117,+166,-61.0769,0.5191,0.4991,166,0.3759,1,0,0.3276,0.19735301204819275,100.36,2.0036,2.0237,0.0192,0.0326,1.9835,0.02,0.035
13,4,"Saturday, February 09, 2019 - Soccer",Rayo Vallecano,0,100%,-,+301,+360,+371,+193,+301,+355,+325,+180,+301,+346,+330,+174,+301,+357,+360,+187,+301,+335,-,-,+301,+346,+346,+200,+301,+355,+375,+191,299.7308,0.2585,0.23850000000000002,375,0.2105,1,0,0.1329,0.03543333333333335,319.29,4.1929,4.2568,0.0061,0.0082,4.129,0.0064,0.0088
14,4,"Saturday, February 09, 2019 - Soccer",Draw,0,0%,-,+237,+268,+263,+227,+237,+265,+250,+215,+237,+260,+255,+215,+237,+268,+268,+231,+237,+249,-,-,+237,+260,+260,+227,+237,+265,+270,+230,246.3462,0.2894,0.2694,270,0.2703,0,1,-0.0032,0.0,271.2,3.712,3.7662,0.0072,0.01,3.6578,0.0076,0.0108
