,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Payout_if_Win_Long,Payout_if_Lose_Long,Payout_if_Win_Short,Payout_if_Lose_Short,Expected_Value_Long,Expected_Value_Short,Breakeven_Odds
10,5,"Fri Jan 25, 2019",L.A. Clippers,0,57%,-4500,-191,-190,-210,-205,-220,-195,-200,-190,-210,-205,-200,-190,-250,-210,-210,-210,-200,-,-,-215,-210,-205,-195,-210,-220,-188,-,-200,-205.16,0.6717402918305723,0.6317402918305722,-188,0.6527777777777778,0,1,0.5319148936170213,-1,1,-0.5319148936170213,-0.03222763804678297,0.03222763804678297,-168.1838152654823
11,5,"Fri Jan 25, 2019",Chicago,0,43%,+1802,+172,+175,+176,+175,+180,+170,+170,+165,+176,+175,+170,+175,+182,+175,+175,+175,+170,-,-,+175,+176,+174,+170,+175,+180,+183,-,+170,174.36,0.36456510414203686,0.3245651041420369,183,0.35335689045936397,0,1,1.83,-1,1,-1.83,-0.08148075527803567,0.08148075527803567,212.26668701685978
12,6,"Fri Jan 25, 2019",Detroit,0,48%,+150,+164,+175,+176,+161,+170,+175,+170,+175,+176,+161,+170,+175,+160,+170,+170,+170,+170,-,-,+185,+176,+170,+175,+170,+170,+166,-,+170,170.8,0.3694286497963607,0.3294286497963607,185,0.3508771929824561,0,1,1.85,-1,1,-1.85,-0.06112834808037182,0.06112834808037182,207.62698618669694
13,6,"Fri Jan 25, 2019",Dallas,0,52%,-180,-182,-190,-210,-181,-200,-205,-200,-210,-210,-181,-200,-190,-187,-200,-200,-200,-200,-,-,-225,-210,-200,-205,-200,-200,-179,-,-200,-198.6,0.6646686748610721,0.624668674861072,-179,0.6415770609318997,0,1,0.5586592178770949,-1,1,-0.5586592178770949,-0.02635441180872017,0.02635441180872017,-163.1679075134359
14,7,"Fri Jan 25, 2019",Charlotte,0,44%,+475,+592,+575,+614,+675,+550,+580,+600,+550,+614,+675,+550,+575,+300,+525,-,-,+550,-,-,+580,+614,+614,+580,+600,+550,+620,-,+550,575.3478260869565,0.15034565829781507,0.11034565829781506,675,0.12903225806451613,0,1,6.75,-1,1,-6.75,-0.14482114819193326,0.14482114819193326,822.3680410579389
15,7,"Fri Jan 25, 2019",Milwaukee,0,56%,-650,-733,-710,-900,-900,-900,-780,-900,-750,-900,-900,-750,-710,-455,-775,-,-,-800,-,-,-780,-900,-900,-780,-800,-900,-720,-,-800,-801.8695652173913,0.8872645541164271,0.8472645541164271,-455,0.8198198198198198,1,0,0.21978021978021978,-1,1,-0.21978021978021978,0.033476544032125355,-0.033476544032125355,-543.84986984406
16,8,"Fri Jan 25, 2019",Phoenix,0,57%,+800,+1087,+1150,+1098,+975,+950,+1075,+850,+975,+1098,+975,+1000,+1150,+165,+1138,+1290,-,-,-,-,+1100,+1098,+1098,+1075,-,+950,+1200,-,+1125,1028.2727272727273,0.0993651014339449,0.059365101433944904,1290,0.07194244604316546,0,1,12.9,-1,1,-12.9,-0.17482509006816582,0.17482509006816582,1616.1811794509376
17,8,"Fri Jan 25, 2019",Denver,0,43%,-1475,-1571,-1450,-2200,-1500,-2000,-1625,-1800,-1700,-2200,-1500,-1600,-1450,-227,-1988,-2740,-,-,-,-,-1910,-2200,-2200,-1625,-,-2000,-1300,-,-2000,-1763.0,0.9352866480671082,0.8952866480671081,-227,0.6941896024464832,1,0,0.44052863436123346,-1,1,-0.44052863436123346,0.2896860525019575,-0.2896860525019575,-838.2235805720799
18,9,"Fri Jan 25, 2019",Minnesota,0,58%,+425,+449,+475,+459,+455,+410,+475,+440,+450,+459,+455,+455,+475,+456,+450,+505,-,+450,-,-,+445,+459,+364,+475,+450,+410,+490,-,+450,452.5416666666667,0.18146200167872098,0.14146200167872097,505,0.1652892561983471,0,1,5.05,-1,1,-5.05,-0.14415488984373825,0.14415488984373825,619.0416846189945
19,9,"Fri Jan 25, 2019",Utah,0,42%,-550,-533,-560,-620,-560,-620,-625,-600,-600,-620,-560,-580,-560,-595,-600,-730,-,-600,-,-,-600,-620,-470,-625,-600,-620,-530,-,-600,-592.8333333333334,0.8550025249535457,0.8150025249535456,-470,0.8245614035087719,0,1,0.2127659574468085,-1,1,-0.2127659574468085,-0.011592682503146767,0.011592682503146767,-431.9097236798226
20,10,"Saturday, January 26, 2019",San Antonio,0,-,-105,-105,-175,-175,-190,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,-105,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
21,10,"Saturday, January 26, 2019",New Orleans,0,-,-125,-125,+165,+151,+165,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,-125,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
22,11,"Saturday, January 26, 2019",Indiana,0,-,-145,-193,-150,-144,-159,-180,-185,-190,-,-175,-190,-185,-105,-200,-,-,-,-190,-,-,-,-175,-175,-185,-,-180,-190,-,+100,-160.57894736842104,0.626552193665596,0.586552193665596,100,0.5,1,0,1.0,-1,1,-1.0,0.17310438733119193,-0.17310438733119193,-139.0867629359911
23,11,"Saturday, January 26, 2019",Memphis,0,-,+125,+173,+140,+123,+139,+160,+160,+165,-,+151,+165,+165,-125,+170,-,-,-,+160,-,-,-,+151,+151,+160,-,+160,+176,-,-120,127.57894736842105,0.40704623149067237,0.3670462314906724,176,0.3623188405797102,1,0,1.76,-1,1,-1.76,0.013047598914255776,-0.013047598914255776,175.89414860833978
24,12,"Saturday, January 26, 2019",Golden State,0,-,-135,-151,+330,+477,+475,-160,-150,-155,-189,-144,-159,-155,-175,-156,-,-,-,-150,-,-,-180,-144,-144,-150,-,-160,-149,-,-180,-74.71428571428571,0.5521927472095818,0.5121927472095817,477,0.1733102253032929,1,0,4.77,-1,1,-4.77,1.9553521513992866,-1.9553521513992866,-102.94019805851482
25,12,"Saturday, January 26, 2019",Boston,0,54%,+115,+136,-420,-650,-600,+140,+130,+135,+164,+123,+139,+135,+165,+133,-,-,-,+130,-,-,+150,+123,+123,+130,-,+140,+138,-,+160,39.23809523809524,0.4808472155467965,0.4408472155467965,165,0.37735849056603776,1,0,1.65,-1,1,-1.65,0.1682451211990107,-0.1682451211990107,129.37267607210862
26,13,"Saturday, January 26, 2019",Philadelphia,0,46%,+245,+425,+470,-,-,+325,-,-,-150,+330,-,+425,-150,-,-,-,-,-,-,-,-160,+330,+330,-,-,+325,-,-,-150,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
27,13,"Saturday, January 26, 2019",Denver,0,60%,-290,-550,-555,-,-,-450,-,-,+130,-420,-,-550,+140,-,-,-,-,-,-,-,+140,-420,-420,-,-,-450,-650,-,+130,-301.9230769230769,0.705280131801105,0.665280131801105,140,0.4166666666666667,1,0,1.4,-1,1,-1.4,0.5966723163226519,-0.5966723163226519,-194.86008609051248
28,14,"Saturday, January 26, 2019",Atlanta,0,40%,+500,+480,-,-,-,+450,+465,+455,-,+477,+475,+455,+425,+474,-,-,-,+465,-,-,+330,+477,+477,+465,-,+450,+490,-,+350,450.5882352941176,0.1829524584321962,0.1429524584321962,490,0.1694915254237288,0,1,4.9,-1,1,-4.9,-0.15658049525004236,0.15658049525004236,611.5239303938213
29,14,"Saturday, January 26, 2019",Portland,0,96%,-700,-575,-,-,-,-700,-615,-630,-,-650,-600,-580,-550,-625,-,-,-,-630,-,-,-430,-650,-650,-615,-,-700,-560,-,-450,-600.5882352941177,0.8555560727094133,0.8155560727094132,-430,0.8113207547169812,1,0,0.23255813953488372,-1,1,-0.23255813953488372,0.005220275665090701,-0.005220275665090701,-433.5001910398476
30,15,"Sunday, January 27, 2019",Cleveland,0,4%,-,-,-,-,-,-,-,-,-,-,-,-,+470,-,-,-,-,-,-,-,+455,-,-,-,-,-,-,-,+450,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
31,15,"Sunday, January 27, 2019",Chicago,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-555,-,-,-,-,-,-,-,-605,-,-,-,-,-,-,-,-600,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
32,16,"Sunday, January 27, 2019",Sacramento,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
33,16,"Sunday, January 27, 2019",L.A. Clippers,0,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
34,17,"Sunday, January 27, 2019",Milwaukee,0,50%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
35,17,"Sunday, January 27, 2019",Oklahoma City,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
36,18,"Sunday, January 27, 2019",Toronto,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
37,18,"Sunday, January 27, 2019",Dallas,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
38,19,"Sunday, January 27, 2019",Orlando,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
39,19,"Sunday, January 27, 2019",Houston,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
40,20,"Sunday, January 27, 2019",Washington,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
41,20,"Sunday, January 27, 2019",San Antonio,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
42,21,"Sunday, January 27, 2019",Utah,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
43,21,"Sunday, January 27, 2019",Minnesota,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
44,22,"Sunday, January 27, 2019",Miami,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
45,22,"Sunday, January 27, 2019",New York,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
46,23,"Sunday, January 27, 2019",Phoenix,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
47,23,"Sunday, January 27, 2019",L.A. Lakers,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
48,24,"Monday, January 28, 2019",Golden State,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
49,24,"Monday, January 28, 2019",Indiana,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0,-0.04,0,0.0,0,1,0.0,-1,1,0.0,-1.04,1.04,3.770739064856712
