,GameID,Date,Teams,Points,Wagers,Opener,Pinnacle,Fivedimes,Bookmaker,BetOnline,Bovada,Heritage,Intertops,Youwager,Justbet,Sportsbetting,Gtbets,Sportbet,Nitrogensports,Betphoenix,Betmania,Skybook,Mybookie,Abcislands,Jazz,Sportsinteraction,Betcris,Sbr,Wagerweb,Thegreek,Bodog,Matchbook,Looselines,Bet365,Consensus_Odds,Consensus_Probs,Consensus_Minus_Alpha,Max_Odds,Max_Implied_Prob,Signal_Long,Signal_Short,Expected_Value_Long,Kelly_Long,Breakeven_Odds_Gross,Breakeven_Odds_Gross_Decimal,Breakeven_Odds_Net_Comm_Long,Edge_Long_5ticks,Edge_Long_10ticks,Breakeven_Odds_Net_Comm_Short,Edge_Short_5ticks,Edge_Short_10ticks
0,0,"Fri Feb 01, 2019",Pennsylvania,0,0%,-240,-252,-245,-265,-257,-250,-265,-255,-255,-265,-257,-255,-245,-260,-255,-,-,-260,-,-,-255,-265,-265,-265,-250,-250,-,-,-250,-256.4091,0.7193,0.6993,-245,0.7101,0,1,-0.0153,0.0,-232.5581,1.43,1.4386,0.0839,0.141,1.4214,0.041,0.0759
1,0,"Fri Feb 01, 2019",Cornell,0,100%,+200,+210,+225,+218,+217,+210,+215,+215,+215,+218,+217,+215,+225,+207,+215,-,-,+210,-,-,+205,+218,+218,+215,+210,+210,-,-,+210,214.4545,0.3181,0.2981,225,0.3077,0,1,-0.0312,0.0,235.46,3.3546,3.4017,0.0118,0.0175,3.3075,0.0289,0.0438
2,1,"Fri Feb 01, 2019",North Dakota,0,0%,+135,+136,+145,+140,+140,+140,+140,+140,+140,+140,+140,+140,+145,+134,+143,-,-,+140,-,-,+140,+140,-,+140,+140,+140,-,-,+140,140.1429,0.4165,0.39649999999999996,145,0.4082,0,1,-0.0286,0.0,152.21,2.5221,2.5525,0.0199,0.0313,2.4917000000000002,0.0319,0.0517
3,1,"Fri Feb 01, 2019",Western Illinois,0,100%,-155,-160,-155,-160,-160,-160,-160,-160,-160,-160,-160,-160,-155,-164,-163,-,-,-165,-,-,-165,-160,-,-160,-160,-160,-,-,-160,-160.3333,0.6158,0.5958,-155,0.6078,0,1,-0.0198,0.0,-147.4057,1.6784,1.692,0.0511,0.0854,1.6648,0.0379,0.0677
4,2,"Fri Feb 01, 2019",Princeton,0,94%,-135,-124,-130,-133,-130,-135,-135,-130,-140,-133,-130,-135,-130,-126,-135,-,-,-135,-,-,-135,-133,-133,-135,-130,-135,-,-,-340,-141.9091,0.579,0.5589999999999999,-124,0.5536,1,0,0.0098,0.012159999999999858,-126.7588,1.7889,1.8047,0.043,0.0715,1.7731,0.0368,0.0647
5,2,"Fri Feb 01, 2019",Columbia,0,6%,+115,+106,+120,+113,+110,+115,+115,+110,+120,+113,+110,+115,+120,+104,+115,-,-,+115,-,-,+115,+113,+113,+115,+110,+115,-,-,+270,120.5455,0.4597,0.4397,270,0.2703,1,0,0.6269,0.23218148148148143,127.43,2.2743,2.2998000000000003,0.0246,0.0394,2.2488,0.0332,0.0552
6,3,"Fri Feb 01, 2019",Brown,0,5%,-135,-136,-135,-140,-137,-140,-140,-135,-140,-140,-137,-140,-135,-139,-140,-,-,-140,-,-,-140,-140,-140,-140,-140,-140,-,-,-140,-138.8182,0.5812,0.5612,-135,0.5745,0,1,-0.0231,0.0,-127.8936,1.7819,1.7974999999999999,0.0434,0.0723,1.7663,0.0368,0.0649
7,3,"Fri Feb 01, 2019",Dartmouth,0,95%,+115,+116,+125,+120,+117,+120,+120,+115,+120,+120,+117,+120,+125,+114,+120,-,-,+120,-,-,+120,+120,+120,+120,+120,+120,-,-,+120,119.5,0.4556,0.4356,125,0.4444,0,1,-0.0199,0.0,129.57,2.2957,2.3216,0.0241,0.0386,2.2698,0.0331,0.0548
8,4,"Fri Feb 01, 2019",Yale,0,100%,-110,+101,+103,+100,+100,+100,+100,+100,+100,+100,+100,-102,+103,-101,+100,-,-,-,-,-,-105,+100,+100,+100,+100,+100,-,-,+100,71.381,0.5001,0.48009999999999997,103,0.4926,0,1,-0.0254,0.0,108.29,2.0829,2.1046,0.0298,0.0485,2.0612,0.0344,0.0584
9,4,"Fri Feb 01, 2019",Harvard,0,0%,-110,-118,-113,-120,-120,-120,-120,-120,-120,-120,-120,-118,-113,-120,-120,-,-,-,-,-,-115,-120,-120,-120,-120,-120,-,-,-120,-118.9048,0.5431,0.5231,-113,0.5305,0,1,-0.014,0.0,-109.6852,1.9117,1.9299,0.0364,0.06,1.8935,0.0357,0.0618
10,5,"Fri Feb 01, 2019",Davidson,0,0%,-123,-127,-120,-123,-123,-125,-125,-125,-125,-123,-123,-125,-120,-130,-125,-,-,-,-,-,-125,-123,-123,-125,-125,-125,-,-,-125,-124.2857,0.5541,0.5341,-120,0.5455,0,1,-0.0208,0.0,-114.6395,1.8723,1.8897,0.0383,0.0634,1.8549,0.036,0.0627
11,5,"Fri Feb 01, 2019",St. Bonaventure,0,100%,+103,+109,+110,+103,+103,+105,+105,+105,+105,+103,+103,+105,+110,+107,+105,-,-,-,-,-,+105,+103,+103,+105,+105,+105,-,-,+105,105.1905,0.4874,0.4674,110,0.4762,0,1,-0.0185,0.0,113.95,2.1395,2.1623,0.0281,0.0455,2.1167,0.034,0.0574
12,6,"Fri Feb 01, 2019",(5) Michigan,0,58%,-185,-188,-185,-190,-190,-200,-195,-190,-185,-190,-190,-190,-185,-193,-196,-,-,-220,-,-,-190,-190,-190,-195,-200,-200,-206,-,-192,-193.4783,0.659,0.639,-185,0.6491,0,1,-0.0156,0.0,-177.0225,1.5649,1.5762,0.0625,0.1051,1.5535999999999999,0.0392,0.0711
13,6,"Fri Feb 01, 2019",Iowa,0,42%,+160,+160,+170,+163,+165,+170,+170,+165,+165,+163,+165,+165,+170,+158,+166,-,-,+180,-,-,+160,+163,+163,+170,+170,+170,+154,-,+167,165.7391,0.3765,0.3565,180,0.3571,0,1,-0.0018,0.0,180.5,2.805,2.8411,0.0162,0.025,2.7689,0.0307,0.0485
14,7,"Fri Feb 01, 2019",Northern Kentucky,0,67%,-170,-153,-150,-155,-155,-155,-155,-155,-160,-155,-155,-155,-150,-156,-159,-,-,-160,-,-,-155,-155,-155,-155,-155,-155,-,-,-155,-155.1364,0.608,0.588,-150,0.6,0,1,-0.02,0.0,-142.7144,1.7007,1.7147000000000001,0.0492,0.0823,1.6867,0.0376,0.067
15,7,"Fri Feb 01, 2019",IUPUI,0,33%,+150,+130,+140,+135,+135,+135,+135,+135,+140,+135,+135,+135,+140,+128,+139,-,-,+135,-,-,+135,+135,+135,+135,+135,+135,-,-,+135,135.3182,0.425,0.40499999999999997,140,0.4167,0,1,-0.028,0.0,146.91,2.4691,2.4985,0.0208,0.0328,2.4397,0.0322,0.0524
16,8,"Fri Feb 01, 2019",Quinnipiac,0,100%,+150,+143,+155,+144,+150,+150,+150,+150,+150,+144,+150,+150,+155,+141,+148,-,-,+145,-,-,+150,+144,+144,+150,+145,+150,-,-,+150,148.0909,0.4032,0.3832,155,0.3922,0,1,-0.0228,0.0,160.96,2.6096,2.6418,0.0186,0.0291,2.5774,0.0315,0.0507
17,8,"Fri Feb 01, 2019",Canisius,0,0%,-170,-168,-165,-165,-170,-170,-170,-170,-170,-165,-170,-170,-165,-172,-168,-,-,-170,-,-,-180,-165,-165,-170,-165,-170,-,-,-170,-168.7727,0.6279,0.6079,-165,0.6226,0,1,-0.0237,0.0,-155.0388,1.645,1.6579000000000002,0.054,0.0905,1.6320999999999999,0.0382,0.0686
19,9,"Fri Feb 01, 2019",(18) Buffalo,0,100%,+315,+281,+315,+299,-310,+290,+310,+300,-310,+299,+305,+280,-310,+278,+310,-,-310,+300,-,-,-310,+299,+299,+310,-310,+290,+270,-,-310,119.375,0.3995,0.3795,315,0.241,1,0,0.5749,0.182515873015873,163.5,2.635,2.6677,0.0183,0.0285,2.6023000000000005,0.0314,0.0504
21,10,"Fri Feb 01, 2019",Wright State,0,13%,-,+115,+115,+120,-287,+115,+115,+115,-310,+115,+113,+117,-300,+115,+113,+115,-297,+115,+115,-,-310,+115,+113,+113,-300,+115,+115,-,-310,2.6923,0.5422,0.5222,120,0.4545,1,0,0.1488,0.12403333333333331,-109.2896,1.915,1.9333,0.0363,0.0598,1.8967,0.0357,0.0618
22,11,"Fri Feb 01, 2019",Illinois-Chicago,0,38%,+180,+177,+190,+180,+265,+180,+185,+180,+255,+180,+200,+190,+245,+175,+180,-,+252,+190,-,-,-,+180,+180,+185,+245,+180,+172,-,-,198.4545,0.3381,0.3181,265,0.274,1,0,0.1611,0.060779245283018875,214.37,3.1437,3.1866,0.0132,0.0199,3.1008,0.0295,0.0454
23,11,"Fri Feb 01, 2019",(21) Maryland,0,62%,-220,-210,-210,-215,-295,-220,-215,-220,-315,-215,-240,-220,-290,-216,-220,-,-307,-230,-,-,-,-215,-215,-215,-300,-220,-216,-,-,-237.2273,0.7005,0.6805,-210,0.6774,1,0,0.0045,0.009549999999999947,-212.9925,1.4695,1.4788999999999999,0.0764,0.1286,1.4601,0.0404,0.0745
24,12,"Fri Feb 01, 2019",(24) Wisconsin,0,-,-,-,-,-,+245,-,-,-,+255,-,-,-,+255,-,-,-,-,-,-,-,-,-,-,-,+255,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
25,12,"Saturday, February 02, 2019",UCLA,0,-,-,-,-,-,-300,-,-,-,-310,-,-,-,-310,-,-,-,-,-,-,-,-,-,-,-,-315,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
26,13,"Saturday, February 02, 2019",Washington,0,-,-,-,-,-,+245,-,-,-,+245,-,-,-,+265,-,-,-,-,-,-,-,+255,-,-,-,+260,-,-,-,+245,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
27,13,"Saturday, February 02, 2019",USC,0,-,-,-,-,-,-290,-,-,-,-310,-,-,-,-295,-,-,-,-,-,-,-,-315,-,-,-,-320,-,-,-,-305,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
28,14,"Saturday, February 02, 2019",Washington State,0,-,-,-,-,-,-365,-,-,-,-370,-,-,-,-345,-,-,-,-,-,-,-,-360,-,-,-,-380,-,-,-,-380,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
29,14,"Saturday, February 02, 2019",Loyola Marymount,0,-,-,-,-,-,+305,-,-,-,+290,-,-,-,+315,-,-,-,-,-,-,-,+280,-,-,-,+310,-,-,-,+300,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
30,15,"Saturday, February 02, 2019",BYU,0,-,-,-,-,-,-133,-,-,-,-135,-,-,-,-135,-,-,-,-,-,-,-,-,-,-,-,-135,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
31,15,"Saturday, February 02, 2019",UC Irvine,0,-,-,-,-,-,+113,-,-,-,+115,-,-,-,+115,-,-,-,-,-,-,-,-,-,-,-,+115,-,-,-,-,0.0,0.0,-0.02,0,0.0,0,1,-1.02,0.0,1.9608,1.0196,1.0192233756247597,-14.7549,-8.5754,1.0200080032012806,1.0194,1.0184
